city_name,city_slug,city_url
昌吉回族自治州,changji,http://poi.mapbar.com/changji/
昌江黎族自治县,changjiang,http://poi.mapbar.com/changjiang/
长沙市,changsha,http://poi.mapbar.com/changsha/
长治市,changzhi,http://poi.mapbar.com/changzhi/
常州市,changzhou,http://poi.mapbar.com/changzhou/
朝阳市,chaoyang,http://poi.mapbar.com/chaoyang/
潮州市,chaozhou,http://poi.mapbar.com/chaozhou/
承德市,chengde,http://poi.mapbar.com/chengde/
成都市,chengdu,http://poi.mapbar.com/chengdu/
澄迈县,chengmai,http://poi.mapbar.com/chengmai/
郴州市,chenzhou,http://poi.mapbar.com/chenzhou/
赤峰市,chifeng,http://poi.mapbar.com/chifeng/
池州市,chizhou,http://poi.mapbar.com/chizhou/
重庆市,chongqing,http://poi.mapbar.com/chongqing/
崇左市,chongzuo,http://poi.mapbar.com/chongzuo/
楚雄彝族自治州,chuxiong,http://poi.mapbar.com/chuxiong/
滁州市,chuzhou,http://poi.mapbar.com/chuzhou/
大理白族自治州,dali,http://poi.mapbar.com/dali/
大连市,dalian,http://poi.mapbar.com/dalian/
丹东市,dandong,http://poi.mapbar.com/dandong/
儋州市,danzhou,http://poi.mapbar.com/danzhou/
大庆市,daqing,http://poi.mapbar.com/daqing/
大同市,datong,http://poi.mapbar.com/datong/
大兴安岭地区,daxinganling,http://poi.mapbar.com/daxinganling/
达州市,dazhou,http://poi.mapbar.com/dazhou/
德宏傣族景颇族自治州,dehong,http://poi.mapbar.com/dehong/
德阳市,deyang,http://poi.mapbar.com/deyang/
德州市,dezhou,http://poi.mapbar.com/dezhou/
定安县,dingan,http://poi.mapbar.com/dingan/
定西市,dingxi,http://poi.mapbar.com/dingxi/
迪庆藏族自治州,diqing,http://poi.mapbar.com/diqing/
东方市,dongfang,http://poi.mapbar.com/dongfang/
东莞市,dongguan,http://poi.mapbar.com/dongguan/
东营市,dongying,http://poi.mapbar.com/dongying/
鄂尔多斯市,eerduosi,http://poi.mapbar.com/eerduosi/
恩施土家族苗族自治州,enshi,http://poi.mapbar.com/enshi/
鄂州市,ezhou,http://poi.mapbar.com/ezhou/
防城港市,fangchenggang,http://poi.mapbar.com/fangchenggang/
佛山市,foshan,http://poi.mapbar.com/foshan/
抚顺市,fushun,http://poi.mapbar.com/fushun/
阜新市,fuxin,http://poi.mapbar.com/fuxin/
阜阳市,fuyang,http://poi.mapbar.com/fuyang/
福州市,fuzhou1,http://poi.mapbar.com/fuzhou1/
抚州市,fuzhou2,http://poi.mapbar.com/fuzhou2/
甘南藏族自治州,gannan,http://poi.mapbar.com/gannan/
赣州市,ganzhou,http://poi.mapbar.com/ganzhou/
甘孜藏族自治州,ganzi,http://poi.mapbar.com/ganzi/
广安市,guangan,http://poi.mapbar.com/guangan/
广元市,guangyuan,http://poi.mapbar.com/guangyuan/
广州市,guangzhou,http://poi.mapbar.com/guangzhou/
贵港市,guigang,http://poi.mapbar.com/guigang/
桂林市,guilin,http://poi.mapbar.com/guilin/
贵阳市,guiyang,http://poi.mapbar.com/guiyang/
果洛藏族自治州,guoluo,http://poi.mapbar.com/guoluo/
固原市,guyuan,http://poi.mapbar.com/guyuan/
哈尔滨市,haerbin,http://poi.mapbar.com/haerbin/
海北藏族自治州,haibei,http://poi.mapbar.com/haibei/
海东市,haidong,http://poi.mapbar.com/haidong/
海口市,haikou,http://poi.mapbar.com/haikou/
海南藏族自治州,hainan,http://poi.mapbar.com/hainan/
海西蒙古族藏族自治州,haixi,http://poi.mapbar.com/haixi/
哈密市,hami,http://poi.mapbar.com/hami/
邯郸市,handan,http://poi.mapbar.com/handan/
杭州市,hangzhou,http://poi.mapbar.com/hangzhou/
汉中市,hanzhong,http://poi.mapbar.com/hanzhong/
鹤壁市,hebi,http://poi.mapbar.com/hebi/
河池市,hechi,http://poi.mapbar.com/hechi/
合肥市,hefei,http://poi.mapbar.com/hefei/
鹤岗市,hegang,http://poi.mapbar.com/hegang/
黑河市,heihe,http://poi.mapbar.com/heihe/
衡水市,hengshui,http://poi.mapbar.com/hengshui/
衡阳市,hengyang,http://poi.mapbar.com/hengyang/
和田地区,hetian,http://poi.mapbar.com/hetian/
河源市,heyuan,http://poi.mapbar.com/heyuan/
菏泽市,heze,http://poi.mapbar.com/heze/
贺州市,hezhou,http://poi.mapbar.com/hezhou/
红河哈尼族彝族自治州,honghe,http://poi.mapbar.com/honghe/
香港特别行政区,hongkong,http://poi.mapbar.com/hongkong/
淮安市,huaian,http://poi.mapbar.com/huaian/
淮北市,huaibei,http://poi.mapbar.com/huaibei/
怀化市,huaihua,http://poi.mapbar.com/huaihua/
淮南市,huainan,http://poi.mapbar.com/huainan/
黄冈市,huanggang,http://poi.mapbar.com/huanggang/
黄南藏族自治州,huangnan,http://poi.mapbar.com/huangnan/
黄山市,huangshan,http://poi.mapbar.com/huangshan/
黄石市,huangshi,http://poi.mapbar.com/huangshi/
呼和浩特市,huhehaote,http://poi.mapbar.com/huhehaote/
惠州市,huizhou,http://poi.mapbar.com/huizhou/
葫芦岛市,huludao,http://poi.mapbar.com/huludao/
呼伦贝尔市,hulunbeier,http://poi.mapbar.com/hulunbeier/
胡杨河市,huyanghe,http://poi.mapbar.com/huyanghe/
湖州市,huzhou,http://poi.mapbar.com/huzhou/
佳木斯市,jiamusi,http://poi.mapbar.com/jiamusi/
吉安市,jian,http://poi.mapbar.com/jian/
江门市,jiangmen,http://poi.mapbar.com/jiangmen/
焦作市,jiaozuo,http://poi.mapbar.com/jiaozuo/
嘉兴市,jiaxing,http://poi.mapbar.com/jiaxing/
嘉峪关市,jiayuguan,http://poi.mapbar.com/jiayuguan/
揭阳市,jieyang,http://poi.mapbar.com/jieyang/
吉林市,jilin,http://poi.mapbar.com/jilin/
济南市,jinan,http://poi.mapbar.com/jinan/
金昌市,jinchang,http://poi.mapbar.com/jinchang/
晋城市,jincheng,http://poi.mapbar.com/jincheng/
景德镇市,jingdezhen,http://poi.mapbar.com/jingdezhen/
荆门市,jingmen,http://poi.mapbar.com/jingmen/
荆州市,jingzhou,http://poi.mapbar.com/jingzhou/
金华市,jinhua,http://poi.mapbar.com/jinhua/
济宁市,jining,http://poi.mapbar.com/jining/
晋中市,jinzhong,http://poi.mapbar.com/jinzhong/
锦州市,jinzhou,http://poi.mapbar.com/jinzhou/
九江市,jiujiang,http://poi.mapbar.com/jiujiang/
酒泉市,jiuquan,http://poi.mapbar.com/jiuquan/
鸡西市,jixi,http://poi.mapbar.com/jixi/
济源市,jiyuan,http://poi.mapbar.com/jiyuan/
开封市,kaifeng,http://poi.mapbar.com/kaifeng/
喀什地区,kashen,http://poi.mapbar.com/kashen/
可克达拉市,kekedala,http://poi.mapbar.com/kekedala/
克拉玛依市,kelamayi,http://poi.mapbar.com/kelamayi/
克孜勒苏柯尔克孜自治州,kezilesu,http://poi.mapbar.com/kezilesu/
昆明市,kunming,http://poi.mapbar.com/kunming/
昆玉市,kunyu,http://poi.mapbar.com/kunyu/
来宾市,laibin,http://poi.mapbar.com/laibin/
廊坊市,langfang,http://poi.mapbar.com/langfang/
兰州市,lanzhou,http://poi.mapbar.com/lanzhou/
拉萨市,lasa,http://poi.mapbar.com/lasa/
乐东黎族自治县,ledong,http://poi.mapbar.com/ledong/
乐山市,leshan,http://poi.mapbar.com/leshan/
凉山彝族自治州,liangshan,http://poi.mapbar.com/liangshan/
连云港市,lianyungang,http://poi.mapbar.com/lianyungang/
聊城市,liaocheng,http://poi.mapbar.com/liaocheng/
辽阳市,liaoyang,http://poi.mapbar.com/liaoyang/
辽源市,liaoyuan,http://poi.mapbar.com/liaoyuan/
丽江市,lijiang,http://poi.mapbar.com/lijiang/
临沧市,lincang,http://poi.mapbar.com/lincang/
临汾市,linfen,http://poi.mapbar.com/linfen/
临高县,lingao,http://poi.mapbar.com/lingao/
陵水黎族自治县,lingshui,http://poi.mapbar.com/lingshui/
临夏回族自治州,linxia,http://poi.mapbar.com/linxia/
临沂市,linyi,http://poi.mapbar.com/linyi/
林芝市,linzhi,http://poi.mapbar.com/linzhi/
丽水市,lishui,http://poi.mapbar.com/lishui/
六安市,liuan,http://poi.mapbar.com/liuan/
六盘水市,liupanshui,http://poi.mapbar.com/liupanshui/
柳州市,liuzhou,http://poi.mapbar.com/liuzhou/
陇南市,longnan,http://poi.mapbar.com/longnan/
龙岩市,longyan,http://poi.mapbar.com/longyan/
娄底市,loudi,http://poi.mapbar.com/loudi/
漯河市,luohe,http://poi.mapbar.com/luohe/
洛阳市,luoyang,http://poi.mapbar.com/luoyang/
泸州市,luzhou,http://poi.mapbar.com/luzhou/
吕梁市,lvliang,http://poi.mapbar.com/lvliang/
马鞍山市,maanshan,http://poi.mapbar.com/maanshan/
澳门特别行政区,macau,http://poi.mapbar.com/macau/
茂名市,maoming,http://poi.mapbar.com/maoming/
眉山市,meishan,http://poi.mapbar.com/meishan/
梅州市,meizhou,http://poi.mapbar.com/meizhou/
绵阳市,mianyang,http://poi.mapbar.com/mianyang/
牡丹江市,mudanjiang,http://poi.mapbar.com/mudanjiang/
南昌市,nanchang,http://poi.mapbar.com/nanchang/
南充市,nanchong,http://poi.mapbar.com/nanchong/
南京市,nanjing,http://poi.mapbar.com/nanjing/
南宁市,nanning,http://poi.mapbar.com/nanning/
南平市,nanping,http://poi.mapbar.com/nanping/
南通市,nantong,http://poi.mapbar.com/nantong/
南阳市,nanyang,http://poi.mapbar.com/nanyang/
那曲市,naqu,http://poi.mapbar.com/naqu/
内江市,neijiang,http://poi.mapbar.com/neijiang/
宁波市,ningbo,http://poi.mapbar.com/ningbo/
宁德市,ningde,http://poi.mapbar.com/ningde/
怒江傈僳族自治州,nujiang,http://poi.mapbar.com/nujiang/
盘锦市,panjin,http://poi.mapbar.com/panjin/
攀枝花市,panzhihua,http://poi.mapbar.com/panzhihua/
平顶山市,pingdingshan,http://poi.mapbar.com/pingdingshan/
平凉市,pingliang,http://poi.mapbar.com/pingliang/
萍乡市,pingxiang,http://poi.mapbar.com/pingxiang/
普洱市,puer,http://poi.mapbar.com/puer/
莆田市,putian,http://poi.mapbar.com/putian/
濮阳市,puyang,http://poi.mapbar.com/puyang/
黔东南苗族侗族自治州,qiandongnan,http://poi.mapbar.com/qiandongnan/
潜江市,qianjiang,http://poi.mapbar.com/qianjiang/
黔南布依族苗族自治州,qiannan,http://poi.mapbar.com/qiannan/
黔西南布依族苗族自治州,qianxinan,http://poi.mapbar.com/qianxinan/
青岛市,qingdao,http://poi.mapbar.com/qingdao/
庆阳市,qingyang,http://poi.mapbar.com/qingyang/
清远市,qingyuan,http://poi.mapbar.com/qingyuan/
秦皇岛市,qinhuangdao,http://poi.mapbar.com/qinhuangdao/
钦州市,qinzhou,http://poi.mapbar.com/qinzhou/
琼海市,qionghai,http://poi.mapbar.com/qionghai/
琼中黎族苗族自治县,qiongzhong,http://poi.mapbar.com/qiongzhong/
齐齐哈尔市,qiqihaer,http://poi.mapbar.com/qiqihaer/
七台河市,qitaihe,http://poi.mapbar.com/qitaihe/
泉州市,quanzhou,http://poi.mapbar.com/quanzhou/
曲靖市,qujing,http://poi.mapbar.com/qujing/
衢州市,quzhou,http://poi.mapbar.com/quzhou/
日喀则市,rikaze,http://poi.mapbar.com/rikaze/
日照市,rizhao,http://poi.mapbar.com/rizhao/
三门峡市,sanmenxia,http://poi.mapbar.com/sanmenxia/
三明市,sanming,http://poi.mapbar.com/sanming/
三沙市,sansha,http://poi.mapbar.com/sansha/
三亚市,sanya,http://poi.mapbar.com/sanya/
上海市,shanghai,http://poi.mapbar.com/shanghai/
商洛市,shangluo,http://poi.mapbar.com/shangluo/
商丘市,shangqiu,http://poi.mapbar.com/shangqiu/
上饶市,shangrao,http://poi.mapbar.com/shangrao/
山南市,shannan,http://poi.mapbar.com/shannan/
汕头市,shantou,http://poi.mapbar.com/shantou/
汕尾市,shanwei,http://poi.mapbar.com/shanwei/
韶关市,shaoguan,http://poi.mapbar.com/shaoguan/
绍兴市,shaoxing,http://poi.mapbar.com/shaoxing/
邵阳市,shaoyang,http://poi.mapbar.com/shaoyang/
神农架林区,shennongjia,http://poi.mapbar.com/shennongjia/
沈阳市,shenyang,http://poi.mapbar.com/shenyang/
深圳市,shenzhen,http://poi.mapbar.com/shenzhen/
石河子市,shihezi,http://poi.mapbar.com/shihezi/
石家庄市,shijiazhuang,http://poi.mapbar.com/shijiazhuang/
十堰市,shiyan,http://poi.mapbar.com/shiyan/
石嘴山市,shizuishan,http://poi.mapbar.com/shizuishan/
双河市,shuanghe,http://poi.mapbar.com/shuanghe/
双鸭山市,shuangyashan,http://poi.mapbar.com/shuangyashan/
朔州市,shuozhou,http://poi.mapbar.com/shuozhou/
四平市,siping,http://poi.mapbar.com/siping/
松原市,songyuan,http://poi.mapbar.com/songyuan/
绥化市,suihua,http://poi.mapbar.com/suihua/
遂宁市,suining,http://poi.mapbar.com/suining/
随州市,suizhou,http://poi.mapbar.com/suizhou/
宿迁市,suqian,http://poi.mapbar.com/suqian/
苏州市,suzhou1,http://poi.mapbar.com/suzhou1/
宿州市,suzhou2,http://poi.mapbar.com/suzhou2/
塔城地区,tacheng,http://poi.mapbar.com/tacheng/
泰安市,taian,http://poi.mapbar.com/taian/
太原市,taiyuan,http://poi.mapbar.com/taiyuan/
泰州市,taizhou1,http://poi.mapbar.com/taizhou1/
台州市,taizhou2,http://poi.mapbar.com/taizhou2/
唐山市,tangshan,http://poi.mapbar.com/tangshan/
天津市,tianjin,http://poi.mapbar.com/tianjin/
天门市,tianmen,http://poi.mapbar.com/tianmen/
天水市,tianshui,http://poi.mapbar.com/tianshui/
铁岭市,tieling,http://poi.mapbar.com/tieling/
铁门关市,tiemenguan,http://poi.mapbar.com/tiemenguan/
铜川市,tongchuan,http://poi.mapbar.com/tongchuan/
通化市,tonghua,http://poi.mapbar.com/tonghua/
通辽市,tongliao,http://poi.mapbar.com/tongliao/
铜陵市,tongling,http://poi.mapbar.com/tongling/
铜仁市,tongren,http://poi.mapbar.com/tongren/
吐鲁番市,tulufan,http://poi.mapbar.com/tulufan/
图木舒克市,tumushuke,http://poi.mapbar.com/tumushuke/
屯昌县,tunchang,http://poi.mapbar.com/tunchang/
万宁市,wanning,http://poi.mapbar.com/wanning/
潍坊市,weifang,http://poi.mapbar.com/weifang/
威海市,weihai,http://poi.mapbar.com/weihai/
渭南市,weinan,http://poi.mapbar.com/weinan/
文昌市,wenchang,http://poi.mapbar.com/wenchang/
文山壮族苗族自治州,wenshan,http://poi.mapbar.com/wenshan/
温州市,wenzhou,http://poi.mapbar.com/wenzhou/
乌海市,wuhai,http://poi.mapbar.com/wuhai/
武汉市,wuhan,http://poi.mapbar.com/wuhan/
芜湖市,wuhu,http://poi.mapbar.com/wuhu/
五家渠市,wujiaqu,http://poi.mapbar.com/wujiaqu/
乌兰察布市,wulanchabu,http://poi.mapbar.com/wulanchabu/
乌鲁木齐市,wulumuqi,http://poi.mapbar.com/wulumuqi/
武威市,wuwei,http://poi.mapbar.com/wuwei/
无锡市,wuxi,http://poi.mapbar.com/wuxi/
五指山市,wuzhishan,http://poi.mapbar.com/wuzhishan/
吴忠市,wuzhong,http://poi.mapbar.com/wuzhong/
梧州市,wuzhou,http://poi.mapbar.com/wuzhou/
厦门市,xiamen,http://poi.mapbar.com/xiamen/
西安市,xian,http://poi.mapbar.com/xian/
湘潭市,xiangtan,http://poi.mapbar.com/xiangtan/
湘西土家族苗族自治州,xiangxi,http://poi.mapbar.com/xiangxi/
襄阳市,xiangyang,http://poi.mapbar.com/xiangyang/
咸宁市,xianning,http://poi.mapbar.com/xianning/
仙桃市,xiantao,http://poi.mapbar.com/xiantao/
咸阳市,xianyang,http://poi.mapbar.com/xianyang/
孝感市,xiaogan,http://poi.mapbar.com/xiaogan/
锡林郭勒盟,xilinguolemeng,http://poi.mapbar.com/xilinguolemeng/
兴安盟,xinganmeng,http://poi.mapbar.com/xinganmeng/
邢台市,xingtai,http://poi.mapbar.com/xingtai/
西宁市,xining,http://poi.mapbar.com/xining/
新乡市,xinxiang,http://poi.mapbar.com/xinxiang/
信阳市,xinyang,http://poi.mapbar.com/xinyang/
新余市,xinyu,http://poi.mapbar.com/xinyu/
忻州市,xinzhou,http://poi.mapbar.com/xinzhou/
西双版纳傣族自治州,xishuangbanna,http://poi.mapbar.com/xishuangbanna/
宣城市,xuancheng,http://poi.mapbar.com/xuancheng/
许昌市,xuchang,http://poi.mapbar.com/xuchang/
徐州市,xuzhou,http://poi.mapbar.com/xuzhou/
雅安市,yaan,http://poi.mapbar.com/yaan/
延安市,yanan,http://poi.mapbar.com/yanan/
延边朝鲜族自治州,yanbian,http://poi.mapbar.com/yanbian/
盐城市,yancheng,http://poi.mapbar.com/yancheng/
阳江市,yangjiang,http://poi.mapbar.com/yangjiang/
阳泉市,yangquan,http://poi.mapbar.com/yangquan/
扬州市,yangzhou,http://poi.mapbar.com/yangzhou/
烟台市,yantai,http://poi.mapbar.com/yantai/
宜宾市,yibin,http://poi.mapbar.com/yibin/
宜昌市,yichang,http://poi.mapbar.com/yichang/
伊春市,yichun1,http://poi.mapbar.com/yichun1/
宜春市,yichun2,http://poi.mapbar.com/yichun2/
伊犁哈萨克自治州,yili,http://poi.mapbar.com/yili/
银川市,yinchuan,http://poi.mapbar.com/yinchuan/
营口市,yingkou,http://poi.mapbar.com/yingkou/
鹰潭市,yingtan,http://poi.mapbar.com/yingtan/
益阳市,yiyang,http://poi.mapbar.com/yiyang/
永州市,yongzhou,http://poi.mapbar.com/yongzhou/
岳阳市,yueyang,http://poi.mapbar.com/yueyang/
榆林市,yulin1,http://poi.mapbar.com/yulin1/
玉林市,yulin2,http://poi.mapbar.com/yulin2/
运城市,yuncheng,http://poi.mapbar.com/yuncheng/
云浮市,yunfu,http://poi.mapbar.com/yunfu/
玉树藏族自治州,yushu,http://poi.mapbar.com/yushu/
玉溪市,yuxi,http://poi.mapbar.com/yuxi/
枣庄市,zaozhuang,http://poi.mapbar.com/zaozhuang/
张家界市,zhangjiajie,http://poi.mapbar.com/zhangjiajie/
张家口市,zhangjiakou,http://poi.mapbar.com/zhangjiakou/
张掖市,zhangye,http://poi.mapbar.com/zhangye/
漳州市,zhangzhou,http://poi.mapbar.com/zhangzhou/
湛江市,zhanjiang,http://poi.mapbar.com/zhanjiang/
肇庆市,zhaoqing,http://poi.mapbar.com/zhaoqing/
昭通市,zhaotong,http://poi.mapbar.com/zhaotong/
郑州市,zhengzhou,http://poi.mapbar.com/zhengzhou/
镇江市,zhenjiang,http://poi.mapbar.com/zhenjiang/
中山市,zhongshan,http://poi.mapbar.com/zhongshan/
中卫市,zhongwei,http://poi.mapbar.com/zhongwei/
周口市,zhoukou,http://poi.mapbar.com/zhoukou/
舟山市,zhoushan,http://poi.mapbar.com/zhoushan/
珠海市,zhuhai,http://poi.mapbar.com/zhuhai/
驻马店市,zhumadian,http://poi.mapbar.com/zhumadian/
株洲市,zhuzhou,http://poi.mapbar.com/zhuzhou/
淄博市,zibo,http://poi.mapbar.com/zibo/
自贡市,zigong,http://poi.mapbar.com/zigong/
资阳市,ziyang,http://poi.mapbar.com/ziyang/
遵义市,zunyi,http://poi.mapbar.com/zunyi/
